Accesion	Protein Description	Genes	# of Peptides	1-sort	2-sort	3-sort	4-sort		1-unsort	2-unsort	3-unsort	4-unsort
Q8BJZ4	"28S ribosomal protein S35, mitochondrial"	Mrps35	14	3777000	3791640	4337090	4386370		3327310	3914450	4760000	4428530
Q8CII2	Cell division cycle protein 123 homolog	Cdc123	12	3167830	3791550	2892410	3922850		3526880	3964820	2261890	4377520
P35235	Tyrosine-protein phosphatase non-receptor type 11	Ptpn11	29	4319900	3789420	4005750	4122520		4489680	4209070	4166620	4116520
Q9Z0E0	Neurochondrin	Ncdn	23	3113700	3785570	2662270	3213030		3314670	4008100	2069130	3468230
Q62203	Splicing factor 3A subunit 2	Sf3a2	13	4185750	3784170	2964830	2265120		3611760	4217010	1436180	2030970
Q9CZW4;Q9QUJ7	Fatty acid CoA ligase Acsl3	Acsl3;Acsl4	1	4557790	3783770	4716510	5096950		4322410	4421030	4121500	4976290
Q9DCJ5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	Ndufa8	8	3380100	3778960	2463030	2462020		3203200	3883930	5817980	2696070
P56393	"Cytochrome c oxidase subunit 7B, mitochondrial"	Cox7b	2	4162840	3778060	2830050	1821210		4214840	3686600	4607560	2072500
Q8BFQ4	WD repeat-containing protein 82	Wdr82	14	4145330	3776560	3853480	3697060		4016440	3790410	3178090	3535240
O08992	Syntenin-1	Sdcbp	3	1930650	3776520	1263460	1882540		1669790	2921830	1223140	1943690
Q8R3Q2	Serine/threonine-protein phosphatase 6 regulatory subunit 2	Ppp6r2	5	2209730	3773470	2824610	2768870		3269160	3661350	4176660	3278350
Q9EP52	Twisted gastrulation protein homolog 1	Twsg1	3	3998940	3771010	3119350	978280		3797100	3050130	911466	448308
Q80U72	Protein scribble homolog	Scrib	38	3285190	3763940	3249060	3675040		3142190	3320320	3363380	3521410
Q9WUR9	"Adenylate kinase 4, mitochondrial"	Ak4	10	4436190	3762900	3145490	5341480		4996900	4306170	3959790	5530970
Q8R1N4	NudC domain-containing protein 3	Nudcd3	19	3275820	3761630	3663150	4015250		3583420	3460160	3335220	4392200
Q8BVL3	Sorting nexin-17	Snx17	16	2738320	3757220	3071380	3705070		2495880	3911700	3349140	3781000
Q8R1V4	Transmembrane emp24 domain-containing protein 4	Tmed4	6	3423490	3754480	3985120	4326980		3566160	2914550	3621470	4809250
Q8BJS4	SUN domain-containing protein 2	Sun2	28	4055940	3750880	6074530	3921520		3853860	3587390	6123690	4032060
Q99KN2	Probable cytosolic iron-sulfur protein assembly protein CIAO1	Ciao1	14	3737240	3746840	3748370	2184070		3754830	3398270	2204540	3452700
Q6NZL1	DEAH (Asp-Glu-Ala-His) box polypeptide 37	Dhx37	35	4076890	3745680	4234980	3550280		3857380	3675610	3498320	3248720
Q9JI57	General transcription factor II-I repeat domain-containing protein 1	Gtf2ird1	1	3982590	3743830	1387880	1035610		4093360	3672670	446368	1369040
P57724	Poly(rC)-binding protein 4	Pcbp4	6	3439290	3743310	4189520	2557810		4255050	3788530	3483130	3793740
Q921X9	Protein disulfide-isomerase A5	Pdia5	19	3577700	3742170	4022880	2796420		3862310	3326260	3596500	2831880
Q8BQ47	Protein canopy homolog 4	Cnpy4	7	4879270	3741790	4864700	3416070		4149010	4210770	4017700	3395800
Q810B6	Rabankyrin-5	Ankfy1	34	3198270	3739810	4110930	3668370		3449440	3624590	3788760	4411730
P61600	N-alpha-acetyltransferase 20	Naa20	8	2773460	3737970	3775030	3003660		3601130	3987770	3350120	3653830
Q9QZV9	NTF2-related export protein 1	Nxt1	4	4623910	3735940	3547640	2890810		4146770	3972790	2997650	3082760
P33611	DNA polymerase alpha subunit B	Pola2	18	3091620	3735890	3451290	4194040		3342330	3432760	3005370	3841470
Q8BG51	Mitochondrial Rho GTPase 1	Rhot1	22	4142200	3734780	4851860	3440440		3902590	3775110	3366220	3909250
P81117	Nucleobindin-2	Nucb2	17	5595220	3731560	5316270	4160880		4665510	3778630	5008910	4187810
Q922H1	Protein arginine N-methyltransferase 3	Prmt3	14	3178000	3731400	4141660	3914050		2750100	3207630	2957390	4351970
A2AAY5;O89032	SH3 and PX domain-containing protein 2B	Sh3pxd2a;Sh3pxd2b	2	3893150	3728660	3847160	5596250		3942400	4166570	3924150	5569480
Q58NB6	Dehydrogenase/reductase SDR family member 9	Dhrs9	10	4261270	3727040	5800640	2983520		4465060	3754910	5074930	2994600
Q3V1T4	Prolyl 3-hydroxylase 1	P3h1	24	3962000	3726780	3896270	3165350		3707070	2955070	3720850	3330180
Q922J3;Q9Z0H8	CAP-Gly domain-containing linker protein 1	Clip1;Clip2	7	4213460	3722300	4387660	3198460		3859060	4179130	3524930	3243800
Q9CQK7	RWD domain-containing protein 1	Rwdd1	7	2314820	3720180	4642320	5594850		2402030	4053360	4092280	5524280
O35621;Q9Z2M7	Phosphomannomutase 1	Pmm1;Pmm2	2	2511330	3718890	2807660	2943670		2151400	3242070	2952880	3386000
Q9QZL0	Receptor-interacting serine/threonine-protein kinase 3	Ripk3	15	3545370	3717080	2330180	2935480		3878880	3861720	2323710	3013750
O70251;P57776	Elongation factor 1-beta	Eef1b;Eef1d	2	3929490	3713340	5233470	2131420		2727830	4796620	4220040	2159090
Q62384	Zinc finger protein ZPR1	Zpr1	19	3650710	3711350	3709650	4452860		3367260	3997000	3467870	4229370
Q922V4	Pleiotropic regulator 1	Plrg1	22	3863180	3708050	3878000	3522880		3742120	3587590	3258870	3288290
P62996;Q6PFR5	Transformer-2 protein homolog beta	Tra2a;Tra2b	1	3106840	3707150	2763950	1768220		2784940	2814140	2724860	1454550
Q9JLM8	Serine/threonine-protein kinase DCLK1	Dclk1	13	3500780	3706750	3823400	3824520		3550760	3993630	3531510	4151790
Q9D0W5	Peptidyl-prolyl cis-trans isomerase-like 1	Ppil1	7	3824880	3705860	4401870	4378560		4115730	4043080	4717840	4542000
Q9QXK3	Coatomer subunit gamma-2	Copg2	33	4778650	3704050	6049290	4793300		4349750	3624520	5247600	4714260
Q9DAU1	Protein canopy homolog 3	Cnpy3	12	4034200	3692900	3325040	2426480		3669760	3180360	3014460	2620980
Q9JKY0	CCR4-NOT transcription complex subunit 9	Cnot9	15	3658850	3692660	4050460	3867270		3018950	3360420	3794710	3784640
Q9DB43	Zinc finger protein-like 1	Zfpl1	9	3716950	3691480	4006320	2631640		3551920	3269490	3245220	3252640
Q9DCT5	Stromal cell-derived factor 2	Sdf2	9	3000200	3689670	2476950	3238620		2916280	3386170	2457080	3051370
G5E829;Q6Q477	Plasma membrane calcium-transporting ATPase 1	Atp2b1;Atp2b4	10	3469170	3689480	5170990	4497680		3795130	3564000	4901150	4446180
P97377	Cyclin-dependent kinase 2	Cdk2	10	3689580	3687630	2405770	3218170		3629660	4032870	2017740	3216780
Q9D1I6	"39S ribosomal protein L14, mitochondrial"	Mrpl14	3	4098980	3686910	4956240	6373560		4304820	3235680	5236080	6115380
P01897;P01901;P06339	"H-2 class I histocompatibility antigen, L-D alpha chain"	H2-K1;H2-L;H2-T23	2	4888420	3686140	5624390	2724230		4158020	4073570	3552400	4904830
Q6P5G6	UBX domain-containing protein 7	Ubxn7	14	4759030	3681390	5912800	4957630		4578000	3178810	6135880	4727450
Q9Z1M8	Protein Red	Ik	20	3914720	3680570	3779610	3947800		3552730	3358680	3424110	3561090
Q9JJT0	RNA 3'-terminal phosphate cyclase-like protein	Rcl1	15	3928990	3679610	4276260	4573770		3826910	3733860	3892770	4030380
Q8K3C3	Protein LZIC	Lzic	11	3574060	3678260	4034330	3227930		3801470	4017380	4599810	3373600
Q9ERG2	Striatin-3	Strn3	18	3645760	3675130	4828950	5013320		3977420	3999960	4340800	4570900
P10833	Ras-related protein R-Ras	Rras	7	6011450	3671090	9200810	5309220		5702700	3473500	9575270	5482920
Q9WU56	tRNA pseudouridine synthase A	Pus1	26	3627950	3667000	3503750	3735610		3531980	4026450	3341060	3753540
Q9D8P4	"39S ribosomal protein L17, mitochondrial"	Mrpl17	6	3815600	3658920	3080380	4649760		3669400	2555980	3782120	4593690
P08556	GTPase NRas	Nras	3	2172420	3658270	4253560	3912030		2647900	2777640	3759360	4214160
Q7TQ95	Endoplasmic reticulum junction formation protein lunapark	Lnpk	18	4965800	3658220	4575160	4297360		4592170	4008860	4944200	4334750
Q99M51	Cytoplasmic protein NCK1	Nck1	15	4280090	3652050	4749830	4646200		4307470	3934310	4426160	4921300
Q61595	Kinectin	Ktn1	74	4138640	3651980	4793720	4810620		4006010	3540250	4561010	4520260
Q8BYB9	Protein O-glucosyltransferase 1	Poglut1	14	4110280	3650760	4800520	4288760		3853350	3669750	4119610	4739300
Q9Z0H1	WD repeat-containing protein 46	Wdr46	19	3597320	3647630	3253130	3557170		3783610	4038550	2948750	3371080
J3QN89	Angio-associated migratory protein	Aamp	10	2865030	3645460	1435180	3207690		2756410	3939280	1402010	3217420
Q8BHL5	Engulfment and cell motility protein 2	Elmo2	25	3151400	3640560	2688980	2905510		2930090	3497950	2423360	3389050
P56395	Cytochrome b5	Cyb5a	5	5132500	3640240	4447800	2410970		4419260	4181860	3437030	3323350
Q62077	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1"	Plcg1	37	4127990	3640180	4088930	3729560		4083400	4022810	4012450	3815370
P08752;P18872;Q9DC51	Guanine nucleotide-binding protein G(i) subunit alpha-2	Gnai2;Gnai3;Gnao1	1	3039450	3634440	4788910	4548690		3602230	3698700	4749620	4675100
Q7TSC1	Protein PRRC2A	Prrc2a	49	3574660	3632900	2475900	3136440		3320350	3947960	2641920	2918750
O35730;Q9CQJ4	E3 ubiquitin-protein ligase RING1	Ring1;Rnf2	3	3130050	3629160	2457470	2335930		3643580	3131570	2284680	2266300
Q922S8	Kinesin-like protein KIF2C	Kif2c	21	3356480	3628650	2039790	3007580		3365050	3935570	1686350	3122570
Q8CFV9	Riboflavin kinase	Rfk	7	3827750	3624990	5550160	4991470		4448080	4466350	4160330	5734340
Q9JIQ3	"Diablo homolog, mitochondrial"	Diablo	5	2549790	3623540	4058310	2435380		2488510	3002310	4490050	3367880
Q8BFZ9	Erlin-2	Erlin2	16	3267570	3623210	3489470	3436870		3237980	3018500	3382210	3649720
Q9CPX6	Ubiquitin-like-conjugating enzyme ATG3	Atg3	10	2501650	3616690	4108700	4628520		3457930	3835420	4480480	4631960
Q9CQB5	CDGSH iron-sulfur domain-containing protein 2	Cisd2	7	3020100	3614050	3615060	3520530		2975770	2886260	3542450	4072130
P52482;P52483;Q91W82	Ubiquitin-conjugating enzyme E2 E1	Ube2e1;Ube2e2;Ube2e3	2	3260820	3609700	3809670	5349880		3069160	3620090	2812620	5335520
O35972	"39S ribosomal protein L23, mitochondrial"	Mrpl23	7	2851640	3609050	3839140	4652240		2889090	3079140	4149100	4063180
Q9DBY1	E3 ubiquitin-protein ligase synoviolin	Syvn1	13	3281720	3604140	3519550	3407300		3753750	3613050	3099990	3435780
P61957	Small ubiquitin-related modifier 2	Sumo2	3	2863040	3604090	1863480	564892		3552450	2947270	1827390	1918860
Q8BU03	Periodic tryptophan protein 2 homolog	Pwp2	24	3115430	3601720	3402890	3657870		2861000	3676340	3291950	3310660
Q8R127	Saccharopine dehydrogenase-like oxidoreductase	Sccpdh	14	4069470	3600160	3790920	3153930		3960360	3451970	3365670	3564030
Q9WV03	Protein FAM50A	Fam50a	15	2704930	3599840	2416190	3383280		2954890	3608500	2417520	3532860
P97930	Thymidylate kinase	Dtymk	16	3423100	3599490	2593280	3796850		3174780	3325820	2421470	3811920
Q3UA06	Pachytene checkpoint protein 2 homolog	Trip13	18	3536150	3598360	3701730	4036370		3748320	3642400	2961150	3728540
O08599	Syntaxin-binding protein 1	Stxbp1	24	3380020	3593290	4137370	4647120		3977950	3760280	3696710	4492260
Q59J78	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2	Ndufaf2	12	3202600	3590510	3149890	3601400		3595670	3789920	3108030	3236940
Q9Z0V8	Mitochondrial import inner membrane translocase subunit Tim17-A	Timm17a	2	2774040	3590370	1106290	2938040		2722590	3294420	1331650	2337900
B1AUN2	"Eukaryotic translation initiation factor 2B, subunit 3"	Eif2b3	26	2819240	3587930	3418640	3012460		3169460	3285630	2586660	3395170
Q78IK4	MICOS complex subunit Mic27	Apool	15	3607170	3585050	5936230	5618590		3338280	3762800	6943070	5579120
E9Q634;P70248	Unconventional myosin-Ie	Myo1e;Myo1f	5	2430250	3584370	3160350	4190610		2536410	3131930	2718540	4256350
P21550	Beta-enolase	Eno3	21	4678660	3583740	1.17E+07	4970020		4607710	4109240	2.08E+08	1.46E+07
Q9D0R4	Probable ATP-dependent RNA helicase DDX56	Ddx56	20	3148160	3580130	2714520	3302370		2948790	3711760	2285760	2985280
Q61576;Q9Z247	Peptidyl-prolyl cis-trans isomerase FKBP10	Fkbp10;Fkbp9	1	7661460	3579780	6599690	5585110		6851070	5551550	5589610	4999630
Q80VJ3	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	Dnph1	6	3090400	3575100	3677650	2424780		3014410	3488930	2531140	3035460
Q8BHB4	WD repeat-containing protein 3	Wdr3	34	2484770	3574860	3385630	3588290		2460990	2964970	2801600	3483920
Q8BGR9	Ubiquitin-like domain-containing CTD phosphatase 1	Ublcp1	13	3803250	3572900	4312430	4775510		3634990	3721170	3778690	4784960
Q9CWK3	CD2 antigen cytoplasmic tail-binding protein 2	Cd2bp2	5	3896400	3570350	2799520	3351710		3793390	3953070	3001120	3187580
P35123;Q8R5H1	Ubiquitin carboxyl-terminal hydrolase 4	Usp15;Usp4	1	4361040	3569400	2951660	311955		4484370	4059730	336918	633898
Q64520	Guanylate kinase	Guk1	8	2535890	3567660	3858430	3672220		2126100	3577630	3430150	3589060
Q9D1H7	Golgi to ER traffic protein 4 homolog	Get4	11	1353180	3566840	3163210	3554840		1677930	2984960	3135000	4105040
O35295	Transcriptional activator protein Pur-beta	Purb	13	3334770	3564600	2818460	3005530		3434370	3312210	2811440	3404400
Q99LI7	Cleavage stimulation factor subunit 3	Cstf3	24	3771640	3564370	4190300	4336350		3322580	3902560	3962660	4047150
A2AQ19	RNA polymerase-associated protein RTF1 homolog	Rtf1	21	3912230	3562420	3768530	3414090		3686380	3573890	3530270	3559390
Q61009	Scavenger receptor class B member 1	Scarb1	7	3511860	3562360	2417970	3416500		2007180	3439470	2023880	3380600
Q9JHW2	Omega-amidase NIT2	Nit2	17	3112720	3559940	4505110	4335790		3324180	3525210	5254390	4483400
Q8VEJ4	Notchless protein homolog 1	Nle1	15	3176370	3559490	3565930	3598020		3102380	3187760	2699910	3606920
P70290	55 kDa erythrocyte membrane protein	Mpp1	18	2883040	3558530	4613630	4585020		3490730	3916990	5152110	5076420
Q640M1	U3 small nucleolar RNA-associated protein 14 homolog A	Utp14a	31	3708140	3555030	3691290	3892110		3195170	3488410	3483350	3413090
D4AFX7	DnaJ heat shock protein family (Hsp40) member C13	Dnajc13	88	2726060	3553920	3728900	4130120		2890840	3192110	3478530	4210220
Q9QWR8	Alpha-N-acetylgalactosaminidase	Naga	16	3974330	3546120	5297040	4237160		3048630	3456840	4980450	5354870
Q8BH15	CCR4-NOT transcription complex subunit 10	Cnot10	24	3653110	3542810	3676510	3347900		3431040	3083420	3298430	3334690
Q9QY73	Transmembrane protein 59	Tmem59	9	2316590	3542250	1972080	3070600		2111800	3211670	1521070	2697370
Q9Z0P5	Twinfilin-2	Twf2	12	2605400	3538780	3733090	4480250		3015320	3436690	3775390	4652880
Q9Z2Z6	Mitochondrial carnitine/acylcarnitine carrier protein	Slc25a20	13	3359410	3535430	4624530	3658870		3239980	3475780	7089800	4406430
Q99KG3	RNA-binding protein 10	Rbm10	23	4308920	3529810	3497030	3051600		3825300	3612730	3422270	2836680
P23949;P23950	mRNA decay activator protein ZFP36L2	Zfp36l1;Zfp36l2	2	2360060	3529430	2686770	2319480		2304870	2803260	1818250	2650850
Q8K2M0	"39S ribosomal protein L38, mitochondrial"	Mrpl38	6	3832740	3526290	4360600	3903850		3780310	3357260	3274050	4444460
Q99104	Unconventional myosin-Va	Myo5a	76	3548890	3524110	4329000	4835620		3196230	3528910	3752810	4982320
Q9WVB0	RNA-binding protein with multiple splicing	Rbpms	8	3566210	3523590	3169580	3785350		3463720	3023660	2552320	4761860
Q99N84	"28S ribosomal protein S18b, mitochondrial"	Mrps18b	7	3507670	3521800	4052330	3547850		3179200	3066340	3508580	3520900
Q9WVQ5	Methylthioribulose-1-phosphate dehydratase	Apip	12	4849790	3519780	4161700	4331700		3791930	4065550	4418400	4420270
Q8K1X1	WD repeat-containing protein 11	Wdr11	37	3473290	3512200	4299020	4105040		3546900	3416090	3761830	4223230
Q9CWS4	Integrator complex subunit 11	Ints11	11	2762710	3508610	3038960	3348360		3445360	3520490	2671410	3151620
Q8R5K4	Nucleolar protein 6	Nol6	33	3453950	3507860	4154800	3869870		3337960	3536210	3561420	3405110
Q9R002	Interferon-activable protein 202	Ifi202	15	3247090	3505800	3877600	4248770		2784890	2995820	3476120	4281870
Q9QY36	N-alpha-acetyltransferase 10	Naa10	15	3344770	3502160	3798560	4010940		2770070	2970410	3347420	3689270
Q8R0A0	General transcription factor IIF subunit 2	Gtf2f2	20	3861880	3501780	3879160	4063310		3887840	4504890	3441840	3622760
Q8BYK6;Q91YT7	YTH domain-containing family protein 3	Ythdf2;Ythdf3	2	2745260	3501080	2961410	3070880		3009840	3099180	2526570	3240370
Q9D6N1	Carbonic anhydrase 13	Ca13	7	2839320	3499570	2881870	3810590		3101240	3372850	2549690	4264240
Q8K1R3	"Polyribonucleotide nucleotidyltransferase 1, mitochondrial"	Pnpt1	29	3823860	3497290	4607820	4024370		3836040	3473840	4130320	4248670
Q9CQ75	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	Ndufa2	6	3975740	3491460	3790240	4134290		3708460	3176410	6796980	4029880
Q2NL51;Q9WV60	Glycogen synthase kinase-3 alpha	Gsk3a;Gsk3b	4	2938470	3490590	1887020	1542070		2918490	3369510	1380130	1693750
P21126	Ubiquitin-like protein 4A	Ubl4a	8	4470190	3489680	3156060	2295030		3658510	4129590	2579950	2781340
O70305	Ataxin-2	Atxn2	35	3518870	3488890	3511750	3489220		3765130	3549010	3373540	3424030
Q5XG71	Small subunit processome component 20 homolog	Utp20	90	3080250	3486790	3682270	3869240		2975980	3437180	3154350	3508300
Q9QYR6	Microtubule-associated protein 1A	Map1a	69	4485330	3485980	4340870	3739370		3871350	3767740	4175550	3467850
Q99K43	Protein regulator of cytokinesis 1	Prc1	26	3334710	3484090	2969000	3573510		3633690	3857280	2327630	3365890
P53810	Phosphatidylinositol transfer protein alpha isoform	Pitpna	17	2682630	3483550	3742390	4210300		2911460	2982740	3805910	3708840
P84096	Rho-related GTP-binding protein RhoG	Rhog	9	3545420	3483420	3722160	3594450		3697540	4134970	3448900	4027100
G5E8V9	Arfaptin-1	Arfip1	18	3552100	3477700	4164470	3816930		3681270	2958920	3804780	4054310
Q8CD92	Tetratricopeptide repeat protein 27	Ttc27	23	3231970	3477370	2932990	3371640		3259670	3611250	2673140	3212150
Q8R574	Phosphoribosyl pyrophosphate synthase-associated protein 2	Prpsap2	13	3487420	3474140	3808010	5095830		2976880	3517120	4058600	5274420
P36916	Guanine nucleotide-binding protein-like 1	Gnl1	23	3543530	3470690	4728110	4757030		4028300	3722010	4220590	5046160
P70318	Nucleolysin TIAR	Tial1	9	3318870	3470310	4129680	4989520		3082330	2833200	4066000	4802840
A6H8H2	DENN domain-containing protein 4C	Dennd4c	62	3511370	3461570	3849440	3357300		3627690	3460220	3353050	3667130
Q8BK08	"Transmembrane protein 11, mitochondrial"	Tmem11	4	4705670	3456690	5738730	3930900		4519210	4169110	5817210	5278830
P54116	Stomatin	Stom	10	2481730	3455400	2435320	4178710		2562960	3626700	2606410	4244180
Q9D0L8	mRNA cap guanine-N7 methyltransferase	Rnmt	17	4132240	3455070	4280470	3768290		3793270	3327750	4234700	3769210
Q8BIQ5	Cleavage stimulation factor subunit 2	Cstf2	11	4896430	3455030	4734800	3572960		3847190	4128350	4388420	3917490
Q8VDF2	E3 ubiquitin-protein ligase UHRF1	Uhrf1	37	2512970	3454660	1202270	2998430		2277450	3812880	987193	2688560
P05480;P39688;Q04736	Neuronal proto-oncogene tyrosine-protein kinase Src	Fyn;Src;Yes1	2	3894820	3452610	4196120	4708860		3787700	3431200	4173270	4423890
O35604	NPC intracellular cholesterol transporter 1	Npc1	11	2687080	3452470	2085730	3259560		2639700	3283870	2214380	2929780
Q5XKN4	Protein jagunal homolog 1	Jagn1	4	3265630	3436320	2548710	3968630		2986420	3180040	2667440	2835100
Q9CR09	Ubiquitin-fold modifier-conjugating enzyme 1	Ufc1	8	2902660	3435660	2727120	2779180		3521480	3457080	2708620	3209790
O55057	"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta"	Pde6d	4	3761700	3434140	4099360	4819100		3831510	2933790	4230620	3751460
Q3TX08	tRNA (guanine(26)-N(2))-dimethyltransferase	Trmt1	19	3512950	3433420	3482430	3311670		3231280	3443200	2844070	3141500
Q9Z0H8	CAP-Gly domain-containing linker protein 2	Clip2	42	3575340	3427350	3054190	2888910		3659270	3445970	3030340	2861670
Q9D8S9	BolA-like protein 1	Bola1	7	4161160	3426960	3432160	3038450		3821930	3310720	3042870	3366170
P35123;Q8R5H1;Q99K46	Ubiquitin carboxyl-terminal hydrolase 4	Usp11;Usp15;Usp4	1	953672	3419040	2720320	3353000		2088600	2487040	2038700	3152840
Q80SY5	Pre-mRNA-splicing factor 38B	Prpf38b	13	3207690	3418510	4993840	3876190		3548280	3400760	4757180	3786510
Q9Z0L0	Trophoblast glycoprotein	Tpbg	9	3324510	3417480	3753150	3225230		3244980	3085150	2759050	3689980
Q99N94	"39S ribosomal protein L9, mitochondrial"	Mrpl9	10	3714940	3416530	5046920	4898420		2771470	3394000	3928040	4876880
Q8BMZ5	tRNA-splicing endonuclease subunit Sen34	Tsen34	9	2231670	3414000	3079990	4192050		2183930	3079830	2830290	4309010
Q9D6K8	FUN14 domain-containing protein 2	Fundc2	6	3762050	3411860	3399700	4784690		3321130	3894850	5352150	5000070
Q6PHN9	Ras-related protein Rab-35	Rab35	11	3443340	3411110	3131360	4204650		3240820	3736730	3660280	3102440
